ROI,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57554,N57559,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709
157,0.4484261,0.5083864,0.4568096,0.4749435,0.4657399,0.4902525,0.4743056,0.4696583,0.4925306,0.473121,0.489159,0.455625,0.4576298,0.4493374,0.4794087,0.4999118,0.4914371,0.4266473,0.4736678,0.5123048,0.5018254,0.499365,0.4953555,0.4902525,0.4941709,0.5543134,0.4543492,0.468747,0.4603635,0.4635529,0.4808666
158,0.100602,0.1118104,0.1146353,0.1088944,0.1146353,0.107892,0.1215608,0.105705,0.1095323,0.1004198,0.1036091,0.1019689,0.09941738,0.1022423,0.1097145,0.1135418,0.1132684,0.1047026,0.1091678,0.112266,0.1299442,0.1256614,0.1040648,0.1134506,0.1112636,0.1168223,0.1048849,0.1016955,0.1069808,0.1097145,0.10206
159,0.02187,0.0215055,0.02059425,0.02205225,0.02032088,0.0222345,0.02059425,0.02214338,0.0193185,0.02278125,0.02013863,0.02050313,0.02104988,0.022599,0.02104988,0.02187,0.02141437,0.02214338,0.024057,0.02032088,0.02241675,0.02168775,0.0185895,0.02095875,0.02232563,0.02214338,0.01831613,0.01959188,0.0222345,0.01986525,0.0185895
160,0.23328,0.2491358,0.2382008,0.2628956,0.2451263,0.2305463,0.242757,0.2364694,0.2615288,0.2451263,0.2429393,0.2387475,0.2348291,0.238383,0.241299,0.2525074,0.254421,0.2413901,0.236925,0.2620755,0.2628045,0.2728283,0.255879,0.2577015,0.2705501,0.2565169,0.2554234,0.248589,0.2587039,0.2438505,0.238383
161,0.3050865,0.1746866,0.3071824,0.3204866,0.2513227,0.3079114,0.3209423,0.3072735,0.3139256,0.2594329,0.302535,0.3150191,0.2385653,0.3121943,0.3165683,0.2869526,0.296703,0.2911444,0.2984344,0.3182085,0.2062159,0.2498648,0.373977,0.3288701,0.3078203,0.2867704,0.3102806,0.2936959,0.2833076,0.4613659,0.2838544
162,1.000097,1.046115,1.073452,1.027799,0.9949939,0.9915311,1.070445,0.9877951,1.003924,0.9976366,1.000006,0.9837855,1.019962,0.988524,1.011123,1.017957,1.024154,0.9990945,1.006567,1.05951,1.118833,1.114641,1.016955,1.02789,1.035545,1.107989,0.9730328,1.004197,0.9750375,0.9964519,0.9706635
163,0.5740875,0.6325898,0.6107197,0.6007872,0.5979623,0.5887586,0.6308584,0.6107197,0.6177364,0.5786437,0.599238,0.5776414,0.604341,0.5842935,0.6160961,0.6037031,0.6266667,0.5903078,0.5910368,0.6256643,0.6462585,0.6621143,0.6104464,0.6149115,0.6246619,0.6987465,0.594864,0.5850225,0.5986001,0.5867539,0.6042499
164,0.07563375,0.0885735,0.07554263,0.0841995,0.0747225,0.08902913,0.08064563,0.07718287,0.0893025,0.0856575,0.08611313,0.07098638,0.07936988,0.07517812,0.08975813,0.08292376,0.07900538,0.08192138,0.0827415,0.086022,0.0893025,0.1029713,0.085293,0.08984926,0.0922185,0.0944055,0.0856575,0.08019,0.08620425,0.08292376,0.0805545
165,0.04692938,0.060507,0.05230575,0.04565363,0.04829625,0.04875188,0.052488,0.05112113,0.048114,0.05476613,0.04729388,0.04583587,0.05002763,0.04219088,0.0521235,0.04938975,0.04674713,0.04911638,0.0477495,0.053946,0.06287625,0.05103,0.055404,0.05112113,0.05011875,0.07308225,0.06096263,0.0477495,0.05349038,0.050301,0.05130338
166,0.8263215,0.9726683,0.9035044,0.8470069,0.8460956,0.8511075,0.8373476,0.8349784,0.8239523,0.8155687,0.8213096,0.8272328,0.8469158,0.8316979,0.9086074,0.8617691,0.835434,0.818667,0.8316979,0.8618603,0.9450574,1.003013,0.844182,0.7908739,0.8920227,0.9350337,0.848556,0.856575,0.9329378,0.8555726,0.8953943
1001,0.9855169,1.084023,1.022605,1.045295,1.020509,1.057506,1.13478,1.056503,1.087121,1.013948,1.106987,1.00274,1.077735,1.029986,1.116646,1.053496,1.048029,0.9591818,1.032537,1.086666,1.2239,1.080105,1.109174,1.054772,1.071903,1.241943,1.077098,1.185263,1.162117,0.9569036,1.13642
1002,0.3701498,0.381996,0.4055063,0.4187194,0.4215443,0.4568096,0.4548049,0.4518889,0.4409539,0.3983985,0.4396781,0.3963026,0.4290165,0.3801735,0.4225466,0.4234579,0.4275585,0.4165324,0.4014056,0.4274674,0.5122136,0.4336639,0.4752169,0.4285609,0.4015879,0.4704784,0.4416829,0.4659221,0.4487906,0.421362,0.435213
1003,0.8097368,0.8693326,0.8419039,0.8787184,0.7782987,0.8909292,0.7904183,0.8170268,0.8158422,0.7566109,0.7259018,0.8627715,0.8053628,0.839079,0.8085521,0.8289642,0.843453,0.7920585,0.82377,0.7854064,0.9113411,0.7951568,0.9030488,0.8960322,0.8204895,0.7776608,0.7126886,0.8021734,0.7854975,0.7484096,0.7791188
1004,0.2470399,0.2645359,0.311283,0.3176618,0.2853124,0.2947894,0.3121943,0.3044486,0.3103718,0.2765644,0.2794804,0.279936,0.2803916,0.2881373,0.2592506,0.3100984,0.3042664,0.2902331,0.3009859,0.282852,0.2964296,0.2644448,0.3090049,0.3066356,0.2596151,0.2672696,0.2588861,0.3070001,0.2766555,0.2677253,0.2909621
1005,0.2555145,0.2775668,0.2635335,0.2619844,0.250776,0.2379274,0.2738306,0.2564258,0.2650826,0.2355581,0.2501381,0.2396588,0.2546033,0.2659028,0.2538743,0.3019882,0.2552411,0.2771111,0.2555145,0.266085,0.294516,0.2906888,0.3154747,0.266814,0.2670874,0.3317861,0.259524,0.2718259,0.2643536,0.2152373,0.24786
1006,0.1520876,0.166941,0.180063,0.1733198,0.1608356,0.1766914,0.1789695,0.1585575,0.1666676,0.1608356,0.163296,0.1666676,0.1594688,0.1842548,0.1788784,0.1687635,0.1580108,0.1828879,0.1630226,0.1645718,0.1754156,0.1670321,0.176418,0.1711328,0.1777849,0.1972856,0.1807009,0.1853483,0.1745044,0.1521787,0.1539101
1007,0.7436711,0.9529853,0.7925141,0.7577044,0.8133818,0.7424865,0.7943367,0.8343405,0.8181203,0.750141,0.7682749,0.7539683,0.7641743,0.8716106,0.8178469,0.8468246,0.7881402,0.8593999,0.8204895,0.7846774,0.9415035,0.91854,0.855117,0.8542969,0.8388968,1.029621,0.8002598,0.817209,0.88209,0.6931879,0.7226213
1008,1.509759,1.581474,1.624485,1.557873,1.571451,1.505658,1.534545,1.518234,1.511582,1.530171,1.563432,1.461372,1.509486,1.647358,1.496455,1.550401,1.618198,1.536094,1.568808,1.604256,1.584664,1.666676,1.601978,1.594323,1.673693,1.614826,1.488618,1.57628,1.540468,1.468662,1.465928
1009,0.9782269,1.194649,1.007751,1.085025,1.042106,1.085481,1.050945,0.9502515,0.9925335,0.9853346,0.998001,1.027708,1.190184,1.094411,1.060513,1.072724,1.053678,1.013674,1.031717,1.082018,1.163849,1.125941,1.08703,1.103888,1.040283,1.15747,0.924372,1.115097,1.156923,0.914895,1.285409
1010,0.6482633,0.6650302,0.6683108,0.7366545,0.6614764,0.6930968,0.6588337,0.7491387,0.7460404,0.7350143,0.69984,0.6657593,0.6578314,0.6960128,0.6439804,0.730458,0.6360525,0.6691309,0.6586515,0.7874112,0.649539,0.6788813,0.7087703,0.7091348,0.7099549,0.7220745,0.6797925,0.6603829,0.6545509,0.709317,0.6799748
1011,0.691092,0.7646299,0.7245349,0.7344675,0.6744161,0.7389327,0.6807038,0.7441268,0.7234414,0.7402995,0.6972885,0.6864446,0.7337385,0.7592535,0.7338296,0.6790635,0.6756008,0.712962,0.7132354,0.8409926,0.7064011,0.753057,0.7221656,0.7420309,0.7697329,0.7886869,0.6840754,0.6802481,0.7715554,0.7291822,0.7091348
1012,0.7313693,0.7899626,0.7516901,0.8292375,0.7765673,0.8060918,0.7376569,0.8362541,0.8028113,0.8059095,0.7951568,0.732645,0.7532393,0.7710997,0.7395705,0.8496495,0.7826726,0.7216189,0.7242615,0.8673277,0.8374388,0.7944278,0.7709175,0.7932432,0.8210363,0.7680926,0.8031757,0.8100101,0.7594358,0.8646852,0.73629
1013,0.2881373,0.290871,0.2775668,0.323676,0.2875905,0.3298725,0.3012592,0.2978876,0.3164771,0.2658116,0.2785691,0.2809384,0.3059978,0.2859502,0.2906888,0.2994367,0.3317861,0.290871,0.2683631,0.3408075,0.3191198,0.3195754,0.340443,0.2928758,0.300348,0.3130144,0.252234,0.350649,0.2827609,0.3057244,0.3175706
1014,0.4808666,0.5921302,0.461457,0.5319878,0.4727565,0.5279782,0.4802288,0.4772216,0.5092065,0.4525268,0.4907993,0.4573564,0.5000029,0.4938975,0.5009142,0.4747613,0.5478435,0.4327526,0.530712,0.5143095,0.570078,0.4864253,0.5293452,0.5166788,0.4748524,0.490617,0.4449634,0.5123959,0.4799554,0.4758548,0.535086
1015,3.427758,3.565266,3.429034,3.516058,3.438967,3.66122,3.859508,3.432314,3.82971,3.535468,3.676165,3.540298,3.643269,3.453455,3.55752,3.888213,3.662861,3.424478,3.391582,3.679354,3.949722,3.520523,3.809116,3.655753,3.475781,3.819413,3.247148,3.917646,3.675071,3.341463,4.044857
1016,3.171059,3.444707,3.214799,3.206506,3.125314,3.282049,3.071642,3.303919,3.101531,3.205778,3.106451,3.068088,3.367707,3.179807,3.294898,3.323056,3.278404,3.109823,3.205687,3.52754,3.340096,3.321506,3.253072,3.233024,3.266102,3.457738,3.144177,3.077929,3.148642,3.292711,3.196301
1017,1.404874,1.527346,1.418361,1.479779,1.420274,1.479506,1.572635,1.425742,1.572089,1.4313,1.367331,1.396946,1.47659,1.39968,1.369791,1.562156,1.624303,1.361408,1.4693,1.672964,1.637516,1.542291,1.54065,1.530171,1.464834,1.536368,1.315845,1.583753,1.450072,1.396946,1.480052
1018,0.08647763,0.09458775,0.08073675,0.08173913,0.08611313,0.09923512,0.07344675,0.08365275,0.07818525,0.08438175,0.08009887,0.07754738,0.093312,0.08839125,0.08547525,0.08292376,0.08438175,0.08219475,0.08593088,0.08866463,0.09568125,0.0820125,0.08556638,0.08583976,0.09349425,0.09340313,0.09750375,0.08729775,0.08101013,0.074358,0.07982551
1019,3.782417,4.273034,3.799001,3.976513,3.611466,3.906347,4.094702,3.889853,3.973506,3.754532,3.717353,3.588412,3.85723,3.703593,3.942432,3.760273,4.104452,3.667052,3.870717,3.868621,4.224282,3.759453,4.072467,4.051235,3.783146,3.916188,3.622857,3.993736,3.685186,3.868256,3.878645
1020,3.185457,3.350211,3.324331,3.358959,3.213888,3.515603,3.767928,3.281958,3.383745,3.220449,3.484164,3.231019,3.211154,3.121214,3.519521,3.44571,3.52836,3.238309,3.199308,3.372719,3.445072,3.475963,3.56563,3.714164,3.295627,3.441791,3.248515,3.454367,3.291344,3.230564,3.439787
1021,0.6045232,0.6973796,0.6044322,0.6540953,0.6029741,0.6475343,0.6535485,0.6394241,0.690363,0.6082594,0.6599272,0.6191033,0.7496854,0.6144559,0.630585,0.6713179,0.659016,0.6194678,0.6258465,0.6791546,0.690363,0.7015714,0.7176094,0.6312229,0.645165,0.7178828,0.5756366,0.6840754,0.7038495,0.5718094,0.734103
1022,0.1751423,0.2095875,0.1881731,0.1951898,0.1791518,0.2006572,0.1788784,0.1958276,0.1901779,0.186624,0.1981969,0.166941,0.2151461,0.2009306,0.2058514,0.2071271,0.1937318,0.1959188,0.2112278,0.1996549,0.2115011,0.1973768,0.2034821,0.2025709,0.2032999,0.2279036,0.2013863,0.2066715,0.1919093,0.1695836,0.1960099
1023,0.037908,0.03845475,0.035721,0.04055063,0.03544763,0.040824,0.03398963,0.03526537,0.032805,0.03736125,0.03626775,0.03335175,0.03881925,0.04319325,0.03626775,0.03672338,0.0419175,0.03581212,0.03690563,0.04036837,0.04547138,0.04000388,0.0338985,0.03763463,0.04055063,0.03991275,0.03335175,0.03836362,0.03553875,0.03635887,0.040095
1024,0.3312394,0.3568455,0.3633154,0.3825428,0.3498289,0.3694208,0.3103718,0.3570278,0.3810848,0.3449081,0.3480975,0.3265009,0.3481886,0.3795356,0.3627687,0.3551141,0.3180262,0.3865523,0.3398963,0.4146188,0.3543851,0.3769841,0.3757995,0.3434501,0.3380738,0.4049595,0.3182085,0.3345199,0.3330619,0.3835451,0.3573923
1025,4.586777,5.322702,5.449822,5.037481,4.979708,4.921206,4.959843,5.062814,5.150841,4.764015,4.910635,4.538663,4.806115,5.091245,4.956016,5.374826,4.978159,5.213899,5.048234,5.18483,5.357604,5.232671,5.010144,5.089149,5.019074,5.210983,4.746884,4.992192,4.783971,5.242786,4.837189
1026,0.7564287,0.9116145,0.8353429,0.8468246,0.7964325,0.8228588,0.8504696,0.7919674,0.837621,0.7690039,0.8187581,0.78732,0.7920585,0.7879579,0.7886869,0.8234055,0.8858262,0.7810324,0.8337938,0.8695148,0.8872842,0.8205807,0.8453667,0.8378033,0.8563928,0.8785362,0.8031757,0.8522921,0.8068208,0.8353429,0.8061829
1027,1.917817,2.03874,2.0104,1.98042,1.910527,1.949437,2.027896,1.911256,1.885923,1.765456,1.813388,1.794798,1.906426,1.942329,1.8338,1.862868,1.902963,1.867151,1.914445,2.024615,2.025618,1.926656,1.988439,2.000285,1.966295,2.088676,1.769648,1.871252,1.943423,2.009124,1.898225
1028,1.764545,1.777667,1.693285,1.863689,1.687726,1.767734,1.74067,1.611272,1.722536,1.540924,1.582477,1.653737,1.847559,1.735567,1.640615,1.699026,1.729461,1.70103,1.662211,1.853118,1.817033,1.767734,1.921917,1.829426,1.75525,1.894307,1.690824,1.721898,1.578558,1.8379,1.674331
1029,1.595052,1.892302,1.646629,1.771014,1.730737,1.698023,1.616011,1.681621,1.724358,1.611637,1.65,1.667588,1.664672,1.609359,1.645535,1.644897,1.764818,1.598424,1.718344,1.77065,1.76254,1.62731,1.757528,1.655924,1.620749,1.587306,1.525797,1.702397,1.617469,1.728915,1.723994
1030,0.068526,0.07991663,0.07709175,0.08246813,0.06898163,0.08811788,0.07554263,0.07964325,0.0754515,0.07390238,0.078003,0.07244438,0.09066938,0.08665988,0.08255925,0.07317337,0.07062188,0.08939363,0.07016625,0.08729775,0.07663613,0.07317337,0.07426688,0.09923512,0.075087,0.09139838,0.06825263,0.07207987,0.08046338,0.086751,0.067068
1031,0.2454908,0.2801183,0.257337,0.2659939,0.2633513,0.2848568,0.2497736,0.2678164,0.2421191,0.2542388,0.2541476,0.2550589,0.305451,0.2706413,0.2827609,0.2629867,0.2765644,0.2525074,0.2925113,0.265356,0.2983433,0.2524163,0.281394,0.2577015,0.272646,0.3135611,0.266085,0.2861325,0.253692,0.2531452,0.2561524
1032,2.351116,2.551591,2.568723,2.485435,2.545577,2.466025,2.445339,2.580751,2.538834,2.450351,2.467847,2.392487,2.457915,2.484341,2.411805,2.505391,2.579475,2.400962,2.516052,2.582847,2.637795,2.554143,2.693837,2.488624,2.476231,2.566536,2.385744,2.766829,2.56043,2.594238,2.645814
1033,2.781226,3.074831,2.82287,2.889209,2.7856,3.037105,2.655383,2.898413,2.842189,2.739947,2.757625,2.690739,2.960834,2.838179,2.896317,2.999744,2.854491,2.799269,2.797811,3.182541,2.908346,2.830343,2.836174,2.966301,2.718988,2.96867,2.693382,2.886931,2.948805,2.961107,2.753069
1034,1.113183,1.251602,1.14207,1.234653,1.132866,1.163302,1.10243,1.202121,1.224811,1.161024,1.181162,1.030624,1.138698,1.189728,1.221895,1.102157,1.072177,1.130679,1.136693,1.303634,1.208591,1.248321,1.144894,1.183532,1.217886,1.190548,1.04165,1.17123,1.147081,1.244221,1.099697
1035,0.2474044,0.2760176,0.2423925,0.2464931,0.244944,0.2615288,0.2568814,0.2495003,0.2574281,0.2465843,0.2561524,0.2251699,0.256608,0.2516873,0.2432126,0.2782958,0.2641714,0.249318,0.2467665,0.2798449,0.2707324,0.2767466,0.2525074,0.2640803,0.2616199,0.2604353,0.252234,0.2728283,0.2503204,0.2239853,0.2482245
1036,0.8052716,0.8595821,0.8642295,0.8255014,0.836892,0.8615869,0.8549348,0.909063,0.9087896,0.8593999,0.9001328,0.7970704,0.8364364,0.8840036,0.8469158,0.8942096,0.8403548,0.8885599,0.8655964,0.9993679,0.8665988,0.9521651,0.8883777,0.9285638,0.8904735,0.9628268,0.8265038,0.8789918,0.827415,0.8923872,0.8136551
1037,1.838903,2.050951,2.070816,1.929663,1.890388,2.023157,1.866422,1.977048,1.957912,1.909524,2.011676,1.825781,1.942694,2.044207,2.011767,1.949073,1.847468,1.989714,1.947432,2.126493,1.90433,2.020606,1.981878,1.979508,2.09469,2.040015,1.842365,2.042202,1.905697,1.939231,1.757619
1038,0.9299306,1.027799,1.001099,1.022696,0.9430526,1.019507,0.9620066,1.026979,1.013948,1.039372,1.032629,0.9030488,0.9952673,1.009938,1.033995,1.009574,0.8971257,1.00438,0.986337,1.126123,0.9820542,1.063702,1.033631,1.041285,1.026341,1.135509,0.944055,1.00274,0.9917134,1.031626,0.9230052
1039,0.5005496,0.5397334,0.5153119,0.4883389,0.5042858,0.5439252,0.4962668,0.4939886,0.4797731,0.501552,0.4837826,0.4663778,0.5411003,0.5262469,0.509571,0.5056527,0.4930774,0.5208705,0.5046502,0.4825069,0.5520353,0.4936242,0.5239688,0.477495,0.5024633,0.5463855,0.5082042,0.5061083,0.4808666,0.4357598,0.4620949
1040,0.8947564,0.9117967,0.9582705,0.9237341,0.930204,0.987066,0.9124346,0.9468799,0.9070583,0.9297484,0.9633735,0.8844593,0.9617333,0.999459,0.9348514,0.9212738,0.8873753,0.9681121,0.9789559,0.9725772,0.919998,0.9379497,0.9626445,0.9289283,0.9873394,0.9784092,0.9104299,0.9453308,0.9073316,0.8968523,0.8286908
1041,0.7597091,0.8124705,0.7624429,0.7805768,0.7090436,0.8008065,0.7908739,0.7746537,0.8028113,0.7564287,0.7921497,0.7393883,0.8502874,0.7459493,0.7677281,0.8296931,0.785862,0.6879026,0.7687305,0.8020823,0.8251369,0.8398991,0.8046338,0.8299665,0.7707353,0.8411749,0.6747807,0.8217653,0.7799389,0.7162425,0.7831283
1042,2.173878,2.223268,2.306283,2.311659,2.239944,2.490993,2.478509,2.380276,2.59278,2.384104,2.304916,2.201216,2.289971,2.194563,2.39923,2.48507,2.389935,2.368157,2.283592,2.528172,2.351754,2.478053,2.451445,2.485617,2.24122,2.361231,2.319678,2.321683,2.197115,2.30929,2.474591
1043,0.6682196,0.6941903,0.6534574,0.6938258,0.6660327,0.7357433,0.6857156,0.6981087,0.7080413,0.6548243,0.6935524,0.621837,0.6795191,0.6384218,0.6813416,0.6264844,0.6396975,0.6319519,0.6395153,0.6797925,0.6807038,0.6518171,0.7197964,0.631314,0.6676729,0.6571935,0.6088061,0.6761475,0.6153671,0.7236236,0.6828908
1044,1.323044,1.340996,1.3584,1.258254,1.338535,1.298987,1.368515,1.30163,1.485793,1.371614,1.329605,1.283678,1.292699,1.305548,1.229641,1.288416,1.384462,1.273016,1.397402,1.483333,1.41426,1.374894,1.411435,1.284771,1.333159,1.450346,1.322406,1.369882,1.310195,1.221075,1.452533
1045,0.3079114,0.3276855,0.3313305,0.3254985,0.3172973,0.3412631,0.3415365,0.320031,0.3430856,0.3146546,0.3313305,0.289413,0.3052688,0.3256808,0.3270476,0.3261364,0.3208511,0.315657,0.311283,0.3592148,0.3398051,0.3347021,0.3547496,0.3288701,0.3310571,0.3045398,0.3125588,0.3377092,0.2715525,0.3306926,0.3046309
1046,0.4558073,0.5148563,0.4976336,0.4784063,0.4792264,0.5010053,0.5070195,0.5014609,0.5027366,0.4854229,0.497907,0.4555339,0.4719364,0.4874277,0.4894324,0.4719364,0.4720275,0.4574475,0.4726654,0.5114846,0.509571,0.5099355,0.5288895,0.4864253,0.5133072,0.4435054,0.4673801,0.4938064,0.4356686,0.5155852,0.462186
1047,0.1347739,0.1621114,0.1323135,0.1446154,0.1353206,0.1265726,0.1409704,0.1339538,0.1303999,0.1130861,0.1052494,0.1429751,0.1274839,0.1289419,0.1171868,0.1208318,0.1416083,0.1160021,0.1305821,0.1199205,0.1438864,0.1234744,0.1444331,0.1432485,0.1314934,0.1252969,0.1208318,0.1242945,0.12393,0.1236566,0.1182803
1048,0.05093888,0.04756725,0.04291988,0.04501575,0.0411885,0.05677088,0.04219088,0.04829625,0.04237312,0.04647375,0.04383112,0.04465125,0.042282,0.04346663,0.05421938,0.04237312,0.03918375,0.05203238,0.04310213,0.05440162,0.04610925,0.04200863,0.04355775,0.05157675,0.04246425,0.05968688,0.04820513,0.04346663,0.047385,0.05996025,0.04720275
1049,0.9179932,0.9661984,0.9511628,0.9298396,0.9254655,0.8591265,0.9461509,0.9610954,0.9365828,0.9240987,0.9545344,0.8860995,0.9005884,0.9236431,0.8753468,0.9723949,1.004289,0.9187223,0.9821452,0.9507983,0.9604575,0.950616,0.9537143,0.8854616,1.003195,0.9653783,0.9569036,0.9277437,0.9023198,0.9322999,0.8247724
1050,0.1211963,0.1200116,0.1201939,0.1229276,0.1098968,0.1192826,0.09613688,0.1163666,0.09923512,0.1176424,0.1037914,0.1080743,0.1107169,0.1107169,0.1211963,0.1147264,0.09941738,0.1087121,0.1164578,0.1262081,0.1198294,0.126117,0.1105346,0.1185536,0.1077098,0.1255703,0.113724,0.1088032,0.1266638,0.1190093,0.1143619
1051,16.54912,16.61856,16.67551,16.53864,16.43175,16.57482,16.16949,16.70813,16.31365,16.35211,16.50037,16.22499,16.57737,16.55696,16.07764,17.39758,17.61337,16.15838,16.81357,17.31986,17.56917,17.66895,16.27228,16.39649,17.15109,17.07209,16.19811,16.30053,16.57454,16.3471,16.17751
1052,0.2451263,0.24786,0.2603441,0.2495914,0.2443061,0.2421191,0.2256255,0.2413901,0.2331889,0.2428481,0.2345558,0.2443061,0.2566991,0.2402055,0.2385653,0.2355581,0.2462198,0.2447618,0.2304551,0.2708235,0.247131,0.2490446,0.2438505,0.2403878,0.2381096,0.2439416,0.228177,0.2290883,0.2542388,0.236925,0.2386564
1053,1.023516,1.11938,1.057323,1.039919,1.003651,1.064613,0.9255567,0.9390432,0.9828743,0.9887063,1.009118,0.9357626,1.024154,1.037185,1.142525,0.9566303,0.9301129,0.974673,0.9986389,1.10243,1.021056,1.084934,0.9947205,1.033722,1.061059,1.192735,0.8925694,0.9970898,1.070354,1.095505,0.9903466
1054,0.4809578,0.5034657,0.5041946,0.5410091,0.4805933,0.5658863,0.5232398,0.5228752,0.5488459,0.5109379,0.5239688,0.48114,0.5258824,0.5249711,0.5322611,0.549666,0.5667064,0.5043769,0.5334458,0.5738142,0.518319,0.5301653,0.5626969,0.559872,0.5493926,0.5672531,0.501552,0.5138539,0.4775862,0.5082042,0.5411003
1055,0.9402278,0.9915311,0.968841,0.9176288,0.9004973,0.9643759,0.9195424,0.9167175,0.9668363,0.9658339,0.9426882,0.9198158,0.9392254,0.950616,0.9355804,0.9045979,0.9595463,0.9108855,0.980505,1.036638,1.005473,1.004927,0.94041,0.950616,0.9894353,1.082565,0.8658698,0.9501604,1.000644,0.9614599,0.9672008
1056,0.08228588,0.09795938,0.09385876,0.08520187,0.08410838,0.0856575,0.08228588,0.09422325,0.08729775,0.08465513,0.09868838,0.07882313,0.08429063,0.0885735,0.08265038,0.08511075,0.08921137,0.0922185,0.09276525,0.099144,0.091125,0.09923512,0.09085163,0.08921137,0.1048849,0.08656875,0.08583976,0.08757113,0.08410838,0.08210362,0.08893801
1057,27.06294,28.51638,28.64214,26.53934,28.49315,27.64769,27.16035,28.70073,27.78128,27.06212,27.65917,26.97801,27.66819,27.88498,26.79485,28.96782,28.86685,27.59739,27.69972,28.78147,28.72306,29.26935,28.04126,26.96161,28.80361,27.99551,27.29476,26.90493,26.75567,26.98785,26.33276
1058,0.1528166,0.1524521,0.144342,0.1474403,0.1365053,0.148716,0.1475314,0.1442509,0.134865,0.13122,0.139239,0.1357763,0.1422461,0.1351384,0.1497184,0.1514498,0.1463467,0.1397858,0.1374165,0.150174,0.1374165,0.1357763,0.1478959,0.1459823,0.1409704,0.1254791,0.1384189,0.1434308,0.1198294,0.1550948,0.139239
1059,5.216269,5.414283,5.318055,5.348947,5.204878,5.13699,5.243241,5.406446,5.319513,5.106554,5.174533,5.131249,5.112204,5.299101,5.040397,5.493471,5.408269,5.053701,5.251261,5.452465,5.680551,5.790174,5.222283,5.278689,5.292449,5.784615,5.255543,5.021352,5.405262,5.191483,5.089605
1060,2.799451,2.935227,2.87709,2.774483,2.859503,2.718259,2.683814,2.834534,2.725822,2.728191,2.820045,2.723544,2.814942,2.79371,2.808382,2.97268,2.89577,2.804645,2.823873,2.983615,2.994732,3.03829,2.713156,2.718259,2.913722,3.079114,2.759812,2.542843,2.809657,2.676888,2.806468
1061,0.2469488,0.2556056,0.2423925,0.255879,0.2487713,0.260982,0.2474955,0.244215,0.2497736,0.2335534,0.2524163,0.2218894,0.2497736,0.2488624,0.2565169,0.280665,0.2567903,0.2545121,0.2672696,0.2517784,0.2560613,0.2553323,0.260253,0.2710057,0.2576104,0.2590684,0.2467665,0.2363783,0.2501381,0.2596151,0.2474044
1062,3.386843,3.915368,3.631514,3.446348,3.624953,3.415547,3.445892,3.533281,3.531003,3.499018,3.410536,3.348571,3.528725,3.579664,3.414089,3.548954,3.604541,3.422746,3.450266,3.604267,3.96658,3.848665,3.458467,3.389486,3.538384,3.895503,3.482069,3.412358,3.718174,3.411994,3.520159
1063,1.507572,1.546756,1.483151,1.454811,1.502833,1.586031,1.540013,1.454355,1.557235,1.424375,1.434763,1.401502,1.517687,1.464561,1.506661,1.549945,1.519509,1.620749,1.512219,1.523063,1.582477,1.534363,1.519327,1.492901,1.465017,1.516593,1.527437,1.520056,1.56735,1.503198,1.541653
1064,12.49524,13.83442,12.85054,12.80762,12.86138,12.98504,12.52923,12.27016,12.25148,12.24702,12.28128,11.83741,12.80962,12.25066,12.6918,12.51183,12.77691,12.6004,12.17375,12.94267,13.66356,13.3181,12.21658,12.21111,12.58409,13.03652,12.27745,12.61216,13.1959,12.75158,12.92408
1065,5.273221,5.62788,5.464402,5.175445,5.325163,5.125326,5.303566,5.560083,5.35897,5.318419,5.36298,5.204787,5.337101,5.391046,5.054977,5.602548,5.704152,5.422849,5.463217,5.543043,5.899159,5.850863,5.247433,5.054977,5.517072,5.791358,5.483629,5.143824,5.36945,5.282061,5.304113
1066,1.995364,2.456457,2.139433,2.130138,2.092139,2.040562,2.082935,2.129227,2.109453,2.096786,2.049857,1.967571,2.197753,2.111822,2.119841,2.163216,2.145994,2.175518,1.978779,2.136061,2.257531,2.265732,2.126493,2.01933,2.162943,2.444428,2.077377,2.02334,2.123942,2.069358,2.13032
1067,0.2809384,0.3073646,0.2814851,0.2629867,0.3097339,0.2490446,0.2532364,0.2776579,0.2564258,0.2687276,0.2629867,0.2818496,0.2727371,0.2926935,0.2632601,0.2734661,0.2819408,0.2742863,0.2884106,0.2811206,0.3126499,0.3089138,0.2429393,0.24786,0.2917823,0.2649915,0.2749241,0.2508671,0.306909,0.2600708,0.2627134
1068,0.8247724,0.7955213,0.8471891,0.8563928,0.8039959,0.8212186,0.8524744,0.807003,0.8349784,0.8049983,0.8137463,0.7861354,0.8079143,0.8227677,0.8531123,0.880632,0.8707905,0.8969434,0.8101013,0.9033222,0.8566661,0.8703349,0.8131084,0.8583975,0.8170268,0.881361,0.7937899,0.8511987,0.8032669,0.834705,0.795339
1069,2.357495,2.449805,2.382828,2.386837,2.285688,2.352301,2.478873,2.480514,2.357586,2.353394,2.456092,2.291703,2.349931,2.39595,2.4365,2.440145,2.434678,2.374353,2.399048,2.544483,2.710057,2.585399,2.402875,2.390847,2.395676,2.681718,2.424472,2.420189,2.353941,2.359864,2.384923
