ROI,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57554,N57559,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709
149,0.2130265,0.1655018,0.1956245,0.203733,0.1974601,0.2215795,0.2247848,0.2336477,0.2332003,0.2029778,0.216045,0.2058537,0.1889687,0.19173,0.1869407,0.2118258,0.2040192,0.2149663,0.2153998,0.2047405,0.1959007,0.2273356,0.2498389,0.2499828,0.206426,0.2014563,0.2515831,0.2412455,0.225898,0.2421271,0.2121949
150,0.538537,0.5480505,0.5575503,0.5163605,0.5491496,0.529834,0.5202847,0.5500212,0.5481625,0.5336981,0.486909,0.5333743,0.5497146,0.5493626,0.4925575,0.5531421,0.5456731,0.5104519,0.4932637,0.4986731,0.5291766,0.5375166,0.4837828,0.4220664,0.5350458,0.4617057,0.5460397,0.544686,0.5362495,0.5307155,0.5147178
151,0.2516117,0.2310375,0.2758701,0.2454011,0.2859065,0.2492475,0.2667663,0.289334,0.2503846,0.2520022,0.2490184,0.2684393,0.2287671,0.2190505,0.252153,0.2416693,0.2623148,0.2315078,0.2386833,0.263851,0.2160615,0.2257991,0.2491984,0.2677251,0.2377027,0.2314741,0.269983,0.2417088,0.2430414,0.2553124,0.267375
152,0.1638345,0.2080877,0.1841347,0.1816788,0.1765399,0.1653475,0.1756371,0.1671913,0.1762141,0.163487,0.1764904,0.171897,0.1933146,0.1656968,0.1743006,0.1798534,0.1596085,0.1658537,0.1760657,0.1630185,0.1791273,0.1554326,0.1558829,0.1615023,0.1668491,0.2769247,0.1700675,0.1769131,0.177524,0.1685646,0.1695371
153,0.2589302,0.2230987,0.2659982,0.2499808,0.2474425,0.2671975,0.2591137,0.2749549,0.2654282,0.2577679,0.2626652,0.2497143,0.2428165,0.2461957,0.241609,0.2797489,0.2578348,0.2678714,0.2789318,0.2490267,0.2488299,0.2775838,0.2704411,0.2848547,0.2562505,0.2125276,0.2811027,0.2716221,0.2935533,0.2625612,0.2560631
154,0.2319549,0.2213988,0.2573727,0.2561759,0.2306528,0.2580924,0.2698568,0.2524836,0.2474748,0.2487293,0.231857,0.255744,0.2423248,0.2304021,0.2285194,0.2700515,0.2550135,0.2354242,0.2464974,0.2361514,0.2321417,0.2368343,0.2802052,0.2780148,0.2224914,0.2171154,0.2859887,0.2554298,0.1896445,0.2380215,0.2510618
155,0.2464421,0.2299598,0.2320048,0.2836295,0.2686659,0.2679282,0.2491305,0.2489491,0.2621029,0.25639,0.2596639,0.2587082,0.2579443,0.2421093,0.2648469,0.2642575,0.2625675,0.2592164,0.2479014,0.2645385,0.2452158,0.232506,0.2422094,0.2614194,0.2138235,0.1949414,0.2387115,0.2555019,0.2351625,0.2584144,0.2371108
156,0.2353986,0.2278851,0.2308607,0.2374825,0.2197203,0.239606,0.2451983,0.2259671,0.2485204,0.2230976,0.2324713,0.2320315,0.2295901,0.2058939,0.2191896,0.2251283,0.217348,0.2308416,0.219776,0.2374533,0.2273059,0.2057701,0.2423426,0.2360319,0.2145555,0.1908808,0.2240416,0.2420667,0.207055,0.237462,0.2230795
157,0.2758077,0.2471852,0.2751452,0.2682095,0.252441,0.2843395,0.2946173,0.2995646,0.2855121,0.2610053,0.2601616,0.262082,0.2766942,0.2642807,0.2632434,0.2801752,0.2617565,0.2714582,0.2751439,0.2758487,0.2612122,0.2864202,0.2953504,0.2964432,0.2765091,0.1966254,0.2980554,0.2898875,0.2949564,0.2903018,0.2821776
158,0.4027712,0.3741966,0.3975432,0.4150488,0.4052832,0.3741122,0.4099837,0.3956444,0.3842408,0.3883495,0.4038787,0.3966744,0.369534,0.3955904,0.3806356,0.3679092,0.3798514,0.3572528,0.3883792,0.3791218,0.3702341,0.3530602,0.3663734,0.3672641,0.3652205,0.3149084,0.3721921,0.3955398,0.3407246,0.3947605,0.3784963
159,0.3399964,0.3133248,0.3242797,0.2920114,0.3163614,0.3167115,0.3142896,0.34712,0.3257469,0.2898399,0.3213895,0.3172861,0.3094641,0.3090835,0.2927125,0.3162659,0.2919773,0.2836002,0.3198404,0.2968543,0.328071,0.3403113,0.3031856,0.3015887,0.3176179,0.2594951,0.3165047,0.3080685,0.3707142,0.3186897,0.3077797
160,0.3647859,0.3300557,0.3715602,0.3628815,0.3494519,0.3746957,0.3764516,0.3796097,0.3725095,0.3696294,0.3671789,0.3559861,0.3577436,0.3632703,0.3404799,0.3837364,0.349032,0.3581873,0.3680483,0.3430347,0.3562674,0.3749886,0.3622304,0.3748599,0.3434831,0.2850972,0.3586552,0.3798102,0.3894539,0.3814652,0.3548032
161,0.1865911,0.1772349,0.1840148,0.1774758,0.1753755,0.1792053,0.1782358,0.1735286,0.1722223,0.1756335,0.1628792,0.1729185,0.1879681,0.1763211,0.1729348,0.1883082,0.175194,0.1605572,0.1815276,0.1711955,0.1859067,0.1901644,0.1711075,0.1893997,0.1754201,0.1609687,0.2707686,0.1766193,0.178848,0.1605056,0.217705
162,0.2311682,0.2253703,0.2293725,0.2307992,0.2231347,0.2196485,0.2367922,0.2380216,0.2327242,0.2277308,0.2327787,0.220377,0.2282031,0.2168767,0.2151043,0.2653585,0.2372709,0.2475229,0.2393456,0.2351228,0.2327768,0.2394905,0.2458319,0.2352824,0.2357315,0.226175,0.2386128,0.243211,0.2712072,0.2267795,0.2557533
163,0.2977324,0.2890527,0.3073606,0.3145623,0.292103,0.3053675,0.3154567,0.3033554,0.3128706,0.2969805,0.3038052,0.3021666,0.3118487,0.2953957,0.2954297,0.2996447,0.3034795,0.2831773,0.2932344,0.2772143,0.2934586,0.2902675,0.3071248,0.3122553,0.280578,0.235861,0.2960725,0.3173787,0.2975131,0.3031061,0.3390109
164,0.4056172,0.3856339,0.3952894,0.3960899,0.3770999,0.3954577,0.4182607,0.4025058,0.4035179,0.3736638,0.3883171,0.3961172,0.3982598,0.3921733,0.3897335,0.3933243,0.3763131,0.3792436,0.3719697,0.3580148,0.4010235,0.3986244,0.3985834,0.4022814,0.3745113,0.3492226,0.3779469,0.4162702,0.40715,0.4093725,0.4209007
165,0.2669308,0.2767358,0.2487367,0.2658583,0.2620648,0.3172955,0.2807935,0.2795472,0.2833082,0.2767981,0.2776762,0.3274551,0.297876,0.2668966,0.2643086,0.2906162,0.2840265,0.3013538,0.2488226,0.2658133,0.2877302,0.3043721,0.2994366,0.2768933,0.29333,0.2119254,0.2756275,0.3017652,0.3393224,0.2787335,0.3081001
166,0.2497137,0.1882166,0.2460073,0.2391636,0.2402219,0.2312429,0.2444418,0.2310974,0.2330311,0.2485892,0.2389908,0.2241098,0.2091041,0.2376619,0.2059743,0.2241912,0.2313398,0.2301129,0.2227391,0.2194023,0.2242621,0.1849986,0.210638,0.232325,0.2040197,0.2041494,0.2123715,0.2250803,0.1908987,0.2452599,0.2308379
1001,0.3027533,0.2515209,0.2938245,0.3059803,0.2864476,0.2856595,0.3128098,0.2802041,0.3109385,0.3109103,0.299206,0.2946507,0.2770787,0.2768235,0.2846082,0.2911836,0.3007189,0.2999433,0.281179,0.2880139,0.2560048,0.2781834,0.2896833,0.3173849,0.2646342,0.2690787,0.2852744,0.3063209,0.2756044,0.2985126,0.2903904
1002,0.287305,0.2497734,0.2805915,0.2986009,0.2853872,0.2804074,0.2893193,0.2773659,0.2862695,0.3043117,0.2767642,0.2712073,0.2594582,0.2693346,0.2755358,0.2979863,0.286301,0.2565518,0.2703874,0.2579338,0.2455379,0.2417963,0.2498905,0.2606567,0.2464495,0.2617903,0.2488355,0.276565,0.2440158,0.2667468,0.274002
1003,0.2198052,0.1973424,0.2127687,0.2117878,0.212223,0.2108339,0.2191639,0.2052403,0.2119973,0.2209603,0.2076345,0.2194903,0.2040065,0.2002291,0.2137283,0.2057226,0.2121568,0.2064653,0.1898038,0.1825266,0.181731,0.181804,0.1975382,0.2029921,0.1894558,0.1942406,0.205212,0.2103356,0.1895466,0.2063936,0.2093839
1004,0.2247722,0.2046755,0.220243,0.210867,0.2151298,0.2028859,0.2344781,0.2127516,0.2167701,0.2268096,0.2149312,0.210794,0.2067437,0.2038291,0.2044511,0.2184229,0.2111386,0.1987985,0.1946559,0.184353,0.1736352,0.1898596,0.2002272,0.1763409,0.1958851,0.2027012,0.2065566,0.2234945,0.1935868,0.2049201,0.2083222
1005,0.2533742,0.2350682,0.269283,0.2672623,0.2591283,0.2720696,0.2749934,0.2797792,0.2669292,0.2696829,0.2806543,0.248864,0.2629409,0.2617386,0.2587426,0.2677375,0.2698493,0.255228,0.268921,0.269699,0.2541882,0.2712083,0.2564932,0.300317,0.2735201,0.2083292,0.2722528,0.2674863,0.2649079,0.285192,0.2544333
1006,0.2285054,0.216319,0.2177156,0.2440232,0.2173795,0.2325929,0.2538406,0.2283719,0.2272051,0.2141188,0.2254851,0.2286879,0.2299621,0.2165233,0.2307547,0.2111431,0.2130025,0.1981731,0.2111798,0.2029525,0.200593,0.1958002,0.2402447,0.2453382,0.2074517,0.1829999,0.2229532,0.2337776,0.183822,0.2090479,0.224566
1007,0.3145185,0.2887322,0.3166433,0.3263936,0.3147869,0.3009829,0.3312334,0.2960752,0.3181651,0.340233,0.3260881,0.3149537,0.2893336,0.3086963,0.3115007,0.3193133,0.3084672,0.297473,0.285547,0.2985716,0.3055957,0.286046,0.2843736,0.2872102,0.2785034,0.3045388,0.2789958,0.31225,0.2929946,0.3095932,0.3180666
1008,0.2394279,0.2064473,0.2219013,0.2265726,0.2131855,0.2150102,0.2240226,0.2070896,0.2161697,0.2229927,0.2258404,0.2222099,0.2104794,0.2201738,0.2146565,0.2199415,0.2089785,0.2032375,0.200525,0.1976319,0.2061837,0.1945061,0.2036381,0.1921802,0.1952591,0.1842299,0.1990452,0.2163291,0.1929888,0.2135581,0.2183446
1009,0.1847779,0.1685036,0.1885738,0.1766207,0.179551,0.1783578,0.1862454,0.2039869,0.1786037,0.1730085,0.1764644,0.1868467,0.1735606,0.1782734,0.1712899,0.1763378,0.1821139,0.1841726,0.1853272,0.1807762,0.1711949,0.1901522,0.1896434,0.195942,0.1754459,0.1614087,0.2169472,0.180561,0.1708856,0.1806067,0.1782656
1010,0.159112,0.1303534,0.1425583,0.1594085,0.1504656,0.1487219,0.1563357,0.149416,0.1530647,0.1655292,0.1637585,0.1439366,0.1511284,0.1409545,0.1508197,0.1361575,0.1341976,0.1272261,0.1421572,0.155406,0.1296427,0.1398049,0.1609651,0.1405861,0.1510573,0.1288165,0.1508975,0.1461548,0.1436557,0.1548065,0.1522371
1011,0.1517564,0.1261581,0.1468792,0.1438945,0.1384155,0.1455543,0.158145,0.1483174,0.1491945,0.1616478,0.156102,0.1389113,0.1442976,0.142377,0.1406139,0.1422703,0.1464973,0.1363845,0.1438037,0.1429868,0.1303779,0.136989,0.1528324,0.1444152,0.1525322,0.1357313,0.1490248,0.1420681,0.1499429,0.1309285,0.1399924
1012,0.1644004,0.1328659,0.1634651,0.1670262,0.1602928,0.1601328,0.1790577,0.1715446,0.163332,0.1839203,0.1671582,0.1612372,0.1722047,0.1506118,0.1660106,0.1560905,0.1546057,0.1397148,0.1589923,0.1593203,0.1385014,0.1618297,0.1795947,0.1592733,0.1700943,0.1422374,0.1632374,0.1620616,0.1482198,0.152705,0.1626117
1013,0.1785512,0.1755775,0.1867394,0.1888328,0.1886856,0.1936304,0.1907511,0.1824441,0.1724701,0.1711226,0.1864993,0.1727087,0.1905951,0.1697045,0.1871698,0.1750713,0.1687029,0.1767612,0.1672184,0.1643641,0.1631111,0.153481,0.1787529,0.1719715,0.158043,0.1439338,0.1945927,0.1853868,0.1699622,0.1822648,0.1720579
1014,0.1358272,0.134705,0.1415764,0.1467413,0.1433598,0.1436778,0.1489463,0.144128,0.1465774,0.1435264,0.1433386,0.1312184,0.1328493,0.1323647,0.1397494,0.1270457,0.1423469,0.1324026,0.1345689,0.1272754,0.1415473,0.1168146,0.135689,0.1347564,0.1281984,0.1321779,0.1296506,0.1408836,0.1330715,0.1412715,0.1315991
1015,0.1587529,0.1566137,0.1724038,0.1647943,0.1707907,0.1683195,0.1758274,0.1668836,0.1687489,0.1754667,0.171121,0.1610766,0.1565785,0.1595131,0.1762651,0.1582162,0.1646717,0.1658815,0.1549946,0.1554635,0.1631228,0.1448506,0.1596432,0.1570901,0.1413035,0.1527837,0.1631914,0.1733814,0.1562598,0.1690402,0.1642503
1016,0.1973602,0.1672738,0.189128,0.2067504,0.1992091,0.1957906,0.2239897,0.1799448,0.2039083,0.2064553,0.1953081,0.1876911,0.193045,0.1893794,0.1959019,0.1737064,0.1877814,0.1806142,0.1779832,0.1815529,0.1698618,0.1646842,0.1933723,0.1869727,0.1720191,0.1584568,0.1854814,0.1992568,0.1817499,0.1858167,0.1914385
1017,0.1839786,0.1882028,0.2057507,0.2120829,0.2020127,0.2085744,0.208027,0.1955401,0.1986572,0.192441,0.2026373,0.1934752,0.1948419,0.1862601,0.2040516,0.1798175,0.1829243,0.2000582,0.1771369,0.1870593,0.1788239,0.1579995,0.1814586,0.1856274,0.1599142,0.1741795,0.1857276,0.1982993,0.1908742,0.2005767,0.2108114
1018,0.1113701,0.08983897,0.1103611,0.1084882,0.1231113,0.1128215,0.1126758,0.1119815,0.1271954,0.1280301,0.1213187,0.1200566,0.0996687,0.09714068,0.1161267,0.1137782,0.1142848,0.09822719,0.09608372,0.09420779,0.1126176,0.09597956,0.1028072,0.1053298,0.09036496,0.1008977,0.1030252,0.1143156,0.1059818,0.09734714,0.1213847
1019,0.1643132,0.1577772,0.1730807,0.1739152,0.1767702,0.1689245,0.1854456,0.1744624,0.182557,0.1837729,0.1736329,0.1635035,0.1679992,0.166137,0.1731563,0.1653462,0.1775709,0.1708779,0.1679026,0.1603814,0.1711003,0.1477949,0.1723839,0.1675095,0.1506365,0.1727718,0.156855,0.1778446,0.1622563,0.1749467,0.1783796
1020,0.1926948,0.1841949,0.1978543,0.1959331,0.1958688,0.1951596,0.2117978,0.1984774,0.2051375,0.1995933,0.1909604,0.190547,0.1958065,0.1904658,0.2064432,0.1912881,0.1953848,0.19484,0.1782663,0.1829812,0.1844429,0.1699638,0.1863343,0.1794939,0.1710061,0.1832943,0.1910015,0.2008625,0.1811187,0.2000192,0.2011668
1021,0.1799014,0.1740932,0.1946094,0.1868491,0.1785484,0.196539,0.194676,0.2104673,0.203345,0.1829245,0.1788613,0.1899302,0.1755783,0.1871518,0.1761262,0.1925152,0.196282,0.1945291,0.1880768,0.1864202,0.1776813,0.1993985,0.1923001,0.1905166,0.1762203,0.1806311,0.2232039,0.1876219,0.1846927,0.1947155,0.1972201
1022,0.1736551,0.1477726,0.169416,0.1681405,0.1587558,0.170546,0.1695982,0.1681941,0.1639664,0.1808557,0.1799549,0.1673951,0.161422,0.1691548,0.1584393,0.1675413,0.1556225,0.1587423,0.1376241,0.1389486,0.1493439,0.1289899,0.1699188,0.1411122,0.1343355,0.1387227,0.1451839,0.1558689,0.1317679,0.1559058,0.1770694
1023,0.1157071,0.09298935,0.1202476,0.1078513,0.1109672,0.09994763,0.1155743,0.1024515,0.1281868,0.1199339,0.1253149,0.130579,0.09981733,0.1043199,0.1127191,0.1158342,0.1181991,0.1032814,0.1103257,0.103878,0.1085195,0.09689198,0.113208,0.09776223,0.1060379,0.1101635,0.1078196,0.1060392,0.1135711,0.1016077,0.118305
1024,0.1447339,0.1267696,0.1335059,0.1411867,0.1283584,0.1449055,0.1697318,0.1425389,0.158979,0.1471049,0.1533507,0.1367433,0.1276687,0.1314789,0.1475308,0.1292282,0.1433922,0.1323349,0.1357093,0.1419175,0.1232207,0.1379248,0.1705235,0.1658016,0.1645837,0.1343441,0.1525861,0.1505392,0.1560851,0.1476291,0.1425668
1025,0.176114,0.1679602,0.1937774,0.1843064,0.1795244,0.1873085,0.1872318,0.1913856,0.1841883,0.1905628,0.1836677,0.170651,0.1843677,0.1808743,0.1775992,0.1845094,0.1656456,0.1956095,0.1914091,0.1840925,0.1800108,0.1946884,0.1942107,0.2035821,0.187827,0.1873411,0.195087,0.1788252,0.1850498,0.1787984,0.18427
1026,0.1693915,0.1559786,0.1715866,0.1822326,0.1751192,0.1627627,0.1756247,0.1754949,0.1746954,0.1813633,0.1738375,0.1615,0.168839,0.1646189,0.1645586,0.1682673,0.1663846,0.1809784,0.1731893,0.175894,0.169229,0.1696045,0.1803481,0.1804011,0.1703548,0.1805456,0.1887991,0.1698602,0.1821343,0.174682,0.1798511
1027,0.1745226,0.1645201,0.1801677,0.185461,0.1816706,0.1767663,0.1900112,0.1822417,0.1847387,0.1900974,0.1829334,0.1750956,0.1725188,0.1743216,0.1766874,0.1739481,0.1788677,0.1898607,0.1795587,0.1823031,0.174805,0.1721248,0.1880811,0.1854904,0.1795756,0.1849905,0.1954694,0.1790851,0.1815986,0.1826394,0.1876354
1028,0.1672854,0.1571113,0.1760374,0.1902796,0.1782167,0.1754464,0.1982041,0.1895274,0.1839051,0.1956948,0.1824925,0.1764141,0.1759522,0.1624606,0.1741531,0.1741584,0.1725528,0.178982,0.1822387,0.1790109,0.1658938,0.1736109,0.1987792,0.2024609,0.1718896,0.1813087,0.2018445,0.1788489,0.1717719,0.1818942,0.1833647
1029,0.1416596,0.1254934,0.1301545,0.139098,0.1317292,0.1354375,0.1473063,0.1361073,0.1399954,0.1392961,0.1340317,0.1289105,0.1288428,0.1248489,0.1238439,0.1189584,0.1360142,0.1273326,0.1306466,0.1345868,0.1363631,0.1252754,0.1438088,0.1404428,0.1340185,0.1186296,0.139237,0.1297333,0.1360437,0.1270545,0.1306804
1030,0.1289897,0.1166186,0.1397086,0.1317278,0.1487858,0.1168092,0.1379157,0.1500018,0.147237,0.1444169,0.1436774,0.1307302,0.135673,0.1385221,0.1196139,0.126613,0.1202137,0.1372341,0.1361179,0.1189729,0.1223507,0.1255307,0.1537398,0.1319461,0.1198379,0.1290931,0.1515401,0.12923,0.1298767,0.1268071,0.133772
1031,0.117141,0.09346305,0.1167178,0.1076004,0.1142367,0.1119962,0.1218326,0.123046,0.1227482,0.1175332,0.1166635,0.1160973,0.1107788,0.1096,0.1147491,0.1161624,0.111439,0.1029682,0.1234365,0.1111997,0.107584,0.1164375,0.1345536,0.1316603,0.1229543,0.1043509,0.1249305,0.1119534,0.1283125,0.1149354,0.1223874
1032,0.1458098,0.1273599,0.1378113,0.1398914,0.1373002,0.1380156,0.1506128,0.1491571,0.1477535,0.1498711,0.1453527,0.1352193,0.1423389,0.1389267,0.1311355,0.1354409,0.1419609,0.1382524,0.1488648,0.141328,0.1455539,0.1483502,0.1588709,0.1510226,0.1485528,0.1470019,0.1518231,0.1476492,0.1462906,0.1372258,0.140114
1033,0.1613295,0.1332273,0.1592247,0.1542363,0.1586122,0.1585007,0.1780592,0.1522425,0.1742127,0.1689811,0.1595033,0.1530613,0.1687139,0.1460205,0.1540559,0.1554666,0.1554237,0.1398481,0.1564003,0.145726,0.1398597,0.1510786,0.1580977,0.1565968,0.1507642,0.1402253,0.1495706,0.1584579,0.133988,0.1479747,0.1532149
1034,0.1596022,0.1332502,0.1535176,0.1693971,0.1668426,0.1538309,0.1665816,0.1532293,0.1636926,0.1765805,0.1634971,0.1584966,0.1551959,0.1537814,0.1610896,0.1480044,0.1577713,0.1311039,0.148095,0.1404632,0.1370615,0.1408089,0.1539456,0.1446266,0.1412394,0.1313807,0.1425071,0.1560501,0.1253884,0.1374527,0.147386
1035,0.1161987,0.09412257,0.1233608,0.1082382,0.1127797,0.1003492,0.1119499,0.1066584,0.1213346,0.1281429,0.1316904,0.1239618,0.09489679,0.112098,0.1216035,0.1062722,0.1028284,0.105306,0.1048849,0.1086632,0.1002605,0.1028203,0.1086476,0.1103078,0.1034599,0.09884834,0.1093797,0.09774278,0.1147524,0.1112056,0.1036015
1036,0.1131637,0.09311629,0.116469,0.1047544,0.109026,0.1191714,0.1207158,0.1116176,0.1201529,0.1187794,0.1170082,0.1151915,0.1064679,0.1139184,0.1161431,0.1155497,0.1105267,0.1080395,0.1157305,0.1160477,0.1036825,0.126346,0.1300601,0.1301788,0.115085,0.1078195,0.1185784,0.10206,0.1333076,0.1187293,0.1079341
1037,0.1608141,0.139364,0.1572899,0.1593374,0.1525045,0.1586145,0.1702463,0.1423372,0.1602559,0.1550598,0.1575198,0.1629333,0.1475765,0.1525823,0.1676437,0.1512601,0.1460322,0.1443971,0.1399498,0.1459087,0.1379883,0.1467517,0.1525482,0.1534289,0.1391929,0.1344483,0.1400387,0.1537896,0.1389227,0.1586342,0.1427112
1038,0.1209051,0.1015208,0.123321,0.1256587,0.1177778,0.1169598,0.134222,0.1178742,0.1318733,0.1420918,0.1365272,0.1227847,0.1216529,0.1244437,0.1308995,0.1262094,0.1237525,0.1083864,0.1057056,0.1104751,0.1084901,0.1073933,0.1138979,0.1110252,0.111072,0.1092657,0.1004387,0.1140101,0.1133305,0.112397,0.1214431
1039,0.1581933,0.1385017,0.1746824,0.1664716,0.1712521,0.1557942,0.1686847,0.157733,0.1784607,0.1891371,0.1995542,0.1580708,0.1591412,0.1619139,0.1723145,0.1669289,0.1759798,0.1573509,0.1456675,0.1462913,0.1461098,0.1287276,0.1393264,0.1596201,0.1301903,0.1466157,0.136697,0.1500909,0.144917,0.1556611,0.153877
1040,0.1772245,0.1652597,0.1918957,0.1898431,0.1824452,0.1764843,0.182215,0.1623049,0.1803239,0.190975,0.1953506,0.1915367,0.1740277,0.184244,0.1865052,0.1877421,0.1732334,0.1697549,0.162959,0.1593732,0.1619725,0.1494958,0.1711585,0.1556392,0.1521956,0.1507318,0.1516229,0.1690641,0.1455083,0.1761153,0.1766742
1041,0.2185822,0.21868,0.2461077,0.244446,0.2335646,0.2534165,0.2507606,0.253942,0.2516581,0.2269539,0.2437289,0.2383476,0.2347012,0.2367386,0.2396797,0.2319584,0.2360806,0.2587257,0.2244221,0.2330229,0.2296602,0.2095996,0.2282771,0.2336054,0.2035801,0.2297466,0.2472718,0.240577,0.2444558,0.2437416,0.2697227
1042,0.1790287,0.1799573,0.1805272,0.1963626,0.1937306,0.1734044,0.1988432,0.1831553,0.1996043,0.1897388,0.1772263,0.1881817,0.1719749,0.1759355,0.1856783,0.1801092,0.1812903,0.1648295,0.1786706,0.1749168,0.1755271,0.1755047,0.1790326,0.1810155,0.1762596,0.1645959,0.1941707,0.1894656,0.1723185,0.1850307,0.1757484
1043,0.1836331,0.1927611,0.1981293,0.2207326,0.2209042,0.1761324,0.2242839,0.1943807,0.2310124,0.2070933,0.206742,0.1907655,0.1693573,0.2070037,0.1954985,0.2316072,0.2046535,0.1842267,0.1878755,0.1939672,0.190494,0.1877057,0.1717539,0.1864959,0.1416961,0.1825885,0.1829698,0.2076215,0.1649552,0.2044139,0.1792323
1044,0.2296128,0.2305177,0.233326,0.2542042,0.2530185,0.2059336,0.2428529,0.2327859,0.2449876,0.2525786,0.241797,0.2261259,0.1916333,0.2449321,0.2274462,0.2562453,0.2382706,0.2141947,0.2250971,0.2171636,0.2022351,0.2066234,0.1822048,0.201077,0.1748043,0.2155855,0.1982006,0.2328676,0.1669152,0.2252232,0.1889467
1045,0.1402138,0.150732,0.1450024,0.1540216,0.1639106,0.123422,0.1523014,0.1656967,0.1628302,0.1548007,0.1510142,0.1523056,0.127754,0.1393408,0.1477553,0.1512646,0.1501814,0.1448778,0.1497421,0.1398879,0.1445003,0.1340828,0.1346288,0.1410802,0.1337152,0.1254197,0.1592208,0.151132,0.145125,0.1595432,0.129684
1046,0.1750792,0.1787165,0.172187,0.1876178,0.1938067,0.1630298,0.1955319,0.2048547,0.2042378,0.1744111,0.1793371,0.1722963,0.1665927,0.1713495,0.1703548,0.1989524,0.192479,0.184842,0.1828246,0.1869968,0.1914956,0.1834003,0.178253,0.1776246,0.1573269,0.1429071,0.2033886,0.1865478,0.1823753,0.1853424,0.1703142
1047,0.382508,0.2938578,0.3764121,0.4088205,0.3636842,0.4003067,0.4086376,0.4113737,0.3884062,0.3772704,0.3863236,0.388425,0.3671153,0.3657444,0.3742998,0.3862309,0.3727984,0.4161356,0.3908332,0.3962557,0.3349375,0.358858,0.4046086,0.4145059,0.3706988,0.256691,0.4377091,0.4053737,0.3697434,0.4160892,0.3841522
1048,0.3168861,0.2878561,0.3235026,0.3423715,0.3504995,0.3415506,0.3756138,0.3156201,0.3865376,0.3432514,0.3549675,0.3360173,0.3184864,0.3372159,0.3388349,0.3571588,0.3316793,0.319467,0.3100314,0.3152992,0.3067485,0.2687656,0.3379141,0.3266559,0.2711155,0.2676272,0.3000977,0.3529975,0.2691656,0.3299778,0.3395188
1049,0.2663921,0.2406928,0.2593493,0.2644175,0.274579,0.2389809,0.2785966,0.2940581,0.2896639,0.2657065,0.2551867,0.2476907,0.2293947,0.2390597,0.2244767,0.2950538,0.2976628,0.2570878,0.2819061,0.2598724,0.2708372,0.2728613,0.2525221,0.2632944,0.2593723,0.266583,0.2883917,0.2791533,0.2385378,0.257888,0.2646734
1050,0.389728,0.3332588,0.3905542,0.4224702,0.4282672,0.3985336,0.451945,0.3767003,0.4231767,0.4264841,0.4215827,0.4025953,0.38275,0.3890517,0.3878583,0.3910807,0.3996039,0.3990935,0.3657635,0.3770266,0.356714,0.3288106,0.4045115,0.4012741,0.352746,0.3188733,0.3648021,0.414247,0.3482555,0.3979536,0.4065261
1051,0.2682535,0.2429518,0.2642542,0.2700828,0.2709746,0.2597615,0.2815333,0.2720453,0.2808003,0.2742418,0.2723425,0.2626212,0.2562658,0.2503264,0.2631887,0.2690051,0.2665652,0.2574905,0.2595627,0.252563,0.2609933,0.2659686,0.2680173,0.2645045,0.26031,0.2316828,0.2670087,0.2707624,0.2550182,0.268821,0.2600709
1052,0.1439361,0.128563,0.1364331,0.1511758,0.1451914,0.1585145,0.1575456,0.1536104,0.1444795,0.1562591,0.1547193,0.1413484,0.1377297,0.1378115,0.1392118,0.1465382,0.140106,0.1532623,0.1415096,0.142217,0.1543264,0.1573484,0.1509238,0.158913,0.153717,0.1341577,0.1705392,0.1518483,0.1509905,0.1517658,0.1552354
1053,0.196269,0.1623047,0.1816546,0.1984782,0.2001203,0.1802896,0.2116699,0.1780074,0.2107157,0.2023194,0.2000061,0.1807519,0.1838425,0.1855587,0.1849782,0.1858245,0.2029606,0.1561946,0.1853788,0.166326,0.1834922,0.1643994,0.2014457,0.1754977,0.1578773,0.1640028,0.1708121,0.2010608,0.1564082,0.1562882,0.1899947
1054,0.1965418,0.1857149,0.1887338,0.1947316,0.1857482,0.2050198,0.2106577,0.2082424,0.1977792,0.1925302,0.1824183,0.2053464,0.1849544,0.1775466,0.2022614,0.1947612,0.1994153,0.1891747,0.2038232,0.199164,0.2013894,0.2216063,0.2317023,0.2154635,0.2062111,0.1657972,0.2454108,0.2026458,0.2097418,0.2184415,0.1942077
1055,0.2360599,0.2249198,0.2384652,0.2477752,0.2600574,0.2067807,0.2424966,0.2287194,0.2451237,0.2634855,0.2503754,0.2244554,0.2155549,0.2416567,0.2248214,0.2479175,0.2440522,0.2111627,0.231876,0.2216913,0.2254371,0.207762,0.2083446,0.1924995,0.1929917,0.2076116,0.2168896,0.2327883,0.2001236,0.1943962,0.2105287
1056,0.1835906,0.1457968,0.1653989,0.174829,0.1761372,0.1913492,0.2063766,0.1955051,0.2001907,0.1731566,0.1714158,0.187305,0.167413,0.1639408,0.1600434,0.1915118,0.181432,0.1854436,0.2018254,0.1946481,0.1624119,0.2031344,0.2440757,0.2158982,0.2037885,0.1385664,0.2368516,0.1871657,0.2142653,0.211277,0.1800541
